url,ticket,score
tensorflow/tensorflow/commit/b432a38fe0e1b4b904a6c222cbce794c39703e87,49536,1.0
tensorflow/tensorflow/commit/efea03b38fb8d3b81762237dc85e579cc5fc6e87,49064,1.0
tensorflow/tensorflow/commit/a324ac84e573fba362a5e53d4e74d5de6729933e,49427,0.8737907286849167
tensorflow/tensorflow/commit/f6c40f0c6cbf00d46c7717a26419f2062f2f8694,49002,0.8758795794686765
tensorflow/tensorflow/commit/c570e2ecfc822941335ad48f6e10df4e21f11c96,15108,1.0
tensorflow/tensorflow/commit/4f663d4b8f0bec1b48da6fa091a7d29609980fa4,49285,0.9290752033732907
tensorflow/tensorflow/commit/ba424dd8f16f7110eea526a8086f1a155f14f22b,49435,0.9209362201700692
tensorflow/tensorflow/commit/ea3b43e98c32c97b35d52b4c66f9107452ca8fb2,8914,1.0
tensorflow/tensorflow/commit/20431e9044cf2ad3c0323c34888b192f3289af6b,8914,1.0
tensorflow/tensorflow/commit/1e922ccdf6bf46a3a52641f99fd47d54c1decd13,49444,1.0
tensorflow/tensorflow/commit/67784700869470d65d5f2ef20aeb5e97c31673cb,49801,1.0
tensorflow/tensorflow/commit/d6ed5bcfe1dcab9e85a4d39931bd18d99018e75b,49449,1.0000000000000002
tensorflow/tensorflow/commit/744009c9e5cc5d0447f0dc39d055f917e1fd9e16,49477,0.9143198194335604
tensorflow/tensorflow/commit/548b5eaf23685d86f722233d8fbc21d0a4aecb96,49481,1.0
tensorflow/tensorflow/commit/480641e3599775a8895254ffbc0fc45621334f68,49524,1.0
tensorflow/tensorflow/commit/704866eabe03a9aeda044ec91a8d0c83fc1ebdbe,49536,1.0
tensorflow/tensorflow/commit/99085e8ff02c3763a0ec2263e44daec416f6a387,49532,0.8485710864735106
tensorflow/tensorflow/commit/da5ff2daf618591f64b2b62d9d9803951b945e9f,49550,1.0
tensorflow/tensorflow/commit/1a2a87229d1d61e23a39373777c056161eb4084d,49550,1.0
tensorflow/tensorflow/commit/4071d8e2f6c45c1955a811fee757ca2adbe462c1,49550,1.0
tensorflow/tensorflow/commit/7f283ff806b2031f407db64c4d3edcda8fb9f9f5,49546,1.0
tensorflow/tensorflow/commit/8ba6fa29cd8bf9cef9b718dc31c78c73081f5b31,15108,1.0
tensorflow/tensorflow/commit/51300ba1cc2f487aefec6e6631fef03b0e08b298,49568,1.0
tensorflow/tensorflow/commit/a84358aa12f0b1518e606095ab9cfddbf597c121,15108,1.0
tensorflow/tensorflow/commit/77dd114513d7796e1e2b8aece214a380af26fbf4,8914,1.0
tensorflow/tensorflow/commit/1c56f53be0b722ca657cbc7df461ed676c8642a2,49588,0.94769613180644
tensorflow/tensorflow/commit/31bd5026304677faa8a0b77602c6154171b9aec1,54103,0.7972580653834064
tensorflow/tensorflow/commit/f4c364a5d6880557f6f5b6eb5cee2c407f0186b3,15108,0.6179849296976151
tensorflow/tensorflow/commit/faa76f39014ed3b5e2c158593b1335522e573c7f,15108,1.0
tensorflow/tensorflow/commit/3f6fe4dfef6f57e768260b48166c27d148f3015f,49050,0.969964524454469
tensorflow/tensorflow/commit/7ae2af34087fb4b5c8915279efd03da3b81028bc,15108,1.0
tensorflow/tensorflow/commit/5e52ef5a461570cfb68f3bdbbebfe972cb4e0fd8,4558,1.0000000000000002
tensorflow/tensorflow/commit/ef0c008ee84bad91ec6725ddc42091e19a30cf0e,49406,1.0
tensorflow/tensorflow/commit/dcd7867de0fea4b72a2b34bd41eb74548dc23886,49568,0.8949324844940055
tensorflow/tensorflow/commit/79865b542f9ffdc9caeb255631f7c56f1d4b6517,49055,1.0
tensorflow/tensorflow/commit/f7cc8755ac6683131fdfa7a8a121f9d7a9dec6fb,49449,0.794958807276597
tensorflow/tensorflow/commit/376c352a37ce5a68b721406dc7e77ac4b6cf483d,49657,1.0
tensorflow/tensorflow/commit/a3d9f9be9ac2296615644061b40cefcee341dcc4,49449,1.0000000000000002
tensorflow/tensorflow/commit/ecf768cbe50cedc0a45ce1ee223146a3d3d26d23,49449,1.0000000000000002
tensorflow/tensorflow/commit/63c6a29d0f2d692b247f7bf81f8732d6442fad09,49666,0.7269059538564268
tensorflow/tensorflow/commit/6fc9141f42f6a72180ecd24021c3e6b36165fe0d,47512,0.802580484601238
tensorflow/tensorflow/commit/12c727cee857fa19be717f336943d95fca4ffe4f,49064,1.0
tensorflow/tensorflow/commit/a74768f8e4efbda4def9f16ee7e13cf3922ac5f7,51106,0.897760620977063
tensorflow/tensorflow/commit/32fdcbff9d06d010d908fcc4bd4b36eb3ce15925,49065,1.0
tensorflow/tensorflow/commit/b1b323042264740c398140da32e93fb9c2c9f33e,49066,0.9594867289892113
tensorflow/tensorflow/commit/5899741d0421391ca878da47907b1452f06aaf1b,49068,0.8456812780269498
tensorflow/tensorflow/commit/6972f9dfe325636b3db4e0bc517ee22a159365c0,49070,0.8110370025335525
tensorflow/tensorflow/commit/4c0ee937c0f61c4fc5f5d32d9bb4c67428012a60,49069,0.9443600616630584
tensorflow/tensorflow/commit/49847ae69a4e1a97ae7f2db5e217c77721e37948,49071,0.8860526527222657
tensorflow/tensorflow/commit/5f7975d09eac0f10ed8a17dbb6f5964977725adc,49072,0.9385918894834034
tensorflow/tensorflow/commit/0d45ea1ca641b21b73bcf9c00e0179cda284e7e7,49073,0.8977762201639223
tensorflow/tensorflow/commit/801c1c6be5324219689c98e1bd3e0ca365ee834d,49075,0.8755980052830361
tensorflow/tensorflow/commit/8e45822aa0b9f5df4b4c64f221e64dc930a70a9d,49074,0.8794191504712562
tensorflow/tensorflow/commit/953f28dca13c92839ba389c055587cfe6c723578,49076,0.9248640442369891
tensorflow/tensorflow/commit/9c1dc920d8ffb4893d6c9d27d1f039607b326743,49765,0.9719632028609212
tensorflow/tensorflow/commit/c6173f5fe66cdbab74f4f869311fe6aae2ba35f4,36491,0.6311206262295748
tensorflow/tensorflow/commit/f8378920345f4f4604202d4ab15ef64b2aceaa16,54054,1.0
tensorflow/tensorflow/commit/2c74674348a4708ced58ad6eb1b23354df8ee044,49801,1.0
tensorflow/tensorflow/commit/ff489d95a9006be080ad14feb378f2b4dac35552,49801,1.0
tensorflow/tensorflow/commit/106d8f4fb89335a2c52d7c895b7a7485465ca8d9,49801,1.0
tensorflow/tensorflow/commit/f61c57bd425878be108ec787f4d96390579fb83e,49801,1.0
tensorflow/tensorflow/commit/6d36ba65577006affb272335b7c1abd829010708,49801,1.0
tensorflow/tensorflow/commit/6841e522a3e7d48706a02e8819836e809f738682,49801,1.0
tensorflow/tensorflow/commit/b22786e7e9b7bdb6a56936ff29cc7e9968d7bc1d,49801,1.0
tensorflow/tensorflow/commit/3ebedd7e345453d68e279cfc3e4072648e5e12e5,49795,0.807772448480007
tensorflow/tensorflow/commit/4253f96a58486ffe84b61c0415bb234a4632ee73,53917,0.8675014433578893
tensorflow/tensorflow/commit/cbda3c6b2dbbd3fbdc482ff8c0170a78ec2e97d0,49801,1.0
tensorflow/tensorflow/commit/c59c37e7b2d563967da813fa50fe20b21f4da683,49091,0.8950922408976871
tensorflow/tensorflow/commit/5117e0851348065ed59c991562c0ec80d9193db2,49801,1.0
tensorflow/tensorflow/commit/7c8cc4ec69cd348e44ad6a2699057ca88faad3e5,49090,0.9716581346125561
tensorflow/tensorflow/commit/ae2daeb45abfe2c6dda539cf8d0d6f653d3ef412,49092,0.8556548240199422
tensorflow/tensorflow/commit/ba6822bd7b7324ba201a28b2f278c29a98edbef2,49553,1.0
tensorflow/tensorflow/commit/f6fde895ef9c77d848061c0517f19d0ec2682f3a,49128,0.9680180691017158
tensorflow/tensorflow/commit/b761c9b652af2107cfbc33efd19be0ce41daa33e,5204,0.841848034875456
tensorflow/tensorflow/commit/c4d7afb6a5986b04505aca4466ae1951686c80f6,49118,1.0
tensorflow/tensorflow/commit/f94ef358bb3e91d517446454edff6535bcfe8e4a,49583,1.0
tensorflow/tensorflow/commit/41727ff06111117bdf86b37db198217fd7a143cc,49128,0.9680180691017158
tensorflow/tensorflow/commit/6fd02f44810754ae7481838b6a67c5df7f909ca3,49528,0.8842292398374488
tensorflow/tensorflow/commit/c5b0d5f8ac19888e46ca14b0e27562e7fbbee9a9,49440,1.0000000000000002
tensorflow/tensorflow/commit/1d04d7d93f4ed3854abf75d6b712d72c3f70d6b6,15108,1.0
tensorflow/tensorflow/commit/0ab290774f91a23bebe30a358fde4e53ab4876a0,51102,1.0
tensorflow/tensorflow/commit/14607c0707040d775e06b6817325640cb4b5864c,49670,1.0
tensorflow/tensorflow/commit/4504a081af71514bb1828048363e6540f797005b,49674,1.0
tensorflow/tensorflow/commit/698e01511f62a3c185754db78ebce0eee1f0184d,49095,0.9485395417160071
tensorflow/tensorflow/commit/e07e1c3d26492c06f078c7e5bf2d138043e199c1,49093,0.9857847790962264
tensorflow/tensorflow/commit/e6340f0665d53716ef3197ada88936c2a5f7a2d3,49327,0.8925443066482082
tensorflow/tensorflow/commit/82e6203221865de4008445b13c69b6826d2b28d9,49316,1.0
tensorflow/tensorflow/commit/87158f43f05f2720a374f3e6d22a7aaa3a33f750,51101,0.9764837857218329
tensorflow/tensorflow/commit/d9204be9f49520cdaaeb2541d1dc5187b23f31d9,50900,1.0000000000000002
tensorflow/tensorflow/commit/5dc7f6981fdaf74c8c5be41f393df705841fb7c5,50903,0.8918473017662918
tensorflow/tensorflow/commit/301ae88b331d37a2a16159b65b255f4f9eb39314,50906,1.0000000000000002
tensorflow/tensorflow/commit/9e82dce6e6bd1f36a57e08fa85af213e2b2f2622,51157,0.9697801331138186
tensorflow/tensorflow/commit/4923de56ec94fff7770df259ab7f2288a74feb41,51161,0.9672232745823004
tensorflow/tensorflow/commit/a2b743f6017d7b97af1fe49087ae15f0ac634373,53945,1.0
tensorflow/tensorflow/commit/4aacb30888638da75023e6601149415b39763d76,50900,0.9526918514818892
tensorflow/tensorflow/commit/482da92095c4d48f8784b1f00dda4f81c28d2988,51173,0.9434007245087106
tensorflow/tensorflow/commit/8a6e874437670045e6c7dc6154c7412b4a2135e2,50909,1.0000000000000002
tensorflow/tensorflow/commit/96f364a1ca3009f98980021c4b32be5fdcca33a1,51177,1.0
tensorflow/tensorflow/commit/c283e542a3f422420cfdb332414543b62fc4e4a5,51022,1.0000000000000002
tensorflow/tensorflow/commit/02cc160e29d20631de3859c6653184e3f876b9d7,51184,0.9255610313797653
tensorflow/tensorflow/commit/9728c60e136912a12d99ca56e106b7cce7af5986,51102,1.0
tensorflow/tensorflow/commit/7bdf50bb4f5c54a4997c379092888546c97c3ebd,50912,1.0
tensorflow/tensorflow/commit/e0b6e58c328059829c3eb968136f17aa72b6c876,51190,0.9086804708885224
tensorflow/tensorflow/commit/0f931751fb20f565c4e94aa6df58d54a003cdb30,51194,1.0000000000000002
tensorflow/tensorflow/commit/5ecec9c6fbdbc6be03295685190a45e7eee726ab,51104,0.9677251129261207
tensorflow/tensorflow/commit/ac117ee8a8ea57b73d34665cdf00ef3303bc0b11,49801,1.0
tensorflow/tensorflow/commit/bc9c546ce7015c57c2f15c168b3d9201de679a1d,51106,1.0
tensorflow/tensorflow/commit/01cff3f986259d661103412a20745928c727326f,51208,1.0
tensorflow/tensorflow/commit/1071f554dbd09f7e101324d366eec5f4fe5a3ece,51210,0.8790315144168216
tensorflow/tensorflow/commit/f2a673bd34f0d64b8e40a551ac78989d16daad09,49449,1.0000000000000002
tensorflow/tensorflow/commit/ff8894044dfae5568ecbf2ed514c1a37dc394f1b,51108,1.0
tensorflow/tensorflow/commit/93f428fd1768df147171ed674fee1fc5ab8309ec,51109,0.9854907934061999
tensorflow/tensorflow/commit/e86605c0a336c088b638da02135ea6f9f6753618,51225,0.9761952854484883
tensorflow/tensorflow/commit/8a84f7a2b5a2b27ecf88d25bad9ac777cd2f7992,51229,1.0000000000000002
tensorflow/tensorflow/commit/429f009d2b2c09028647dd4bb7b3f6f414bbaad7,51100,1.0
tensorflow/tensorflow/commit/9c87c32c710d0b5b53dc6fd3bfde4046e1f7a5ad,51000,0.7616711302110988
tensorflow/tensorflow/commit/6da6620efad397c85493b8f8667b821403516708,51008,0.8978611210003913
tensorflow/tensorflow/commit/e84c975313e8e8e38bb2ea118196369c45c51378,51004,0.8536277078344476
tensorflow/tensorflow/commit/203214568f5bc237603dbab6e1fd389f1572f5c9,51110,0.8219135704500242
tensorflow/tensorflow/commit/9e62869465573cb2d9b5053f1fa02a81fce21d69,51250,1.0
tensorflow/tensorflow/commit/be7a4de6adfbd303ce08be4332554dff70362612,51256,1.0000000000000002
tensorflow/tensorflow/commit/2e0ee46f1a47675152d3d865797a18358881d7a6,51012,1.0
tensorflow/tensorflow/commit/a776040a5e7ebf76eeb7eb923bf1ae417dd4d233,51259,1.0
tensorflow/tensorflow/commit/3a7362750d5c372420aa8f0caf7bf5b5c3d0f52d,51111,1.0
tensorflow/tensorflow/commit/b5cdbf12ffcaaffecf98f22a6be5a64bb96e4f58,51269,0.8679427672988889
tensorflow/tensorflow/commit/42459e4273c2e47a3232cc16c4f4fff3b3a35c38,51266,0.9138756262309473
tensorflow/tensorflow/commit/532f5c5a547126c634fefd43bbad1dc6417678ac,51272,0.97855181511932
tensorflow/tensorflow/commit/a4e138660270e7599793fa438cd7b2fc2ce215a6,51100,0.8701216082346889
tensorflow/tensorflow/commit/d7de67733925de196ec8863a33445b73f9562d1d,51064,0.7599529022322705
tensorflow/tensorflow/commit/136b51f10903e044308cf77117c0ed9871350475,49449,1.0000000000000002
tensorflow/tensorflow/commit/8a793b5d7f59e37ac7f3cd0954a750a2fe76bad4,51068,0.9511121426696874
tensorflow/tensorflow/commit/578e634b4f1c1c684d4b4294f9e5281b2133b3ed,51065,0.9696359987860935
tensorflow/tensorflow/commit/da857cfa0fde8f79ad0afdbc94e88b5d4bbec764,51067,0.7772636695847843
tensorflow/tensorflow/commit/23d6383eb6c14084a8fc3bdf164043b974818012,20957,0.7076894625202701
tensorflow/tensorflow/commit/4e2565483d0ffcadc719bd44893fb7f609bb5f12,51050,0.9189889089135017
tensorflow/tensorflow/commit/718721986aa137691ee23f03638867151f74935f,49801,1.0
tensorflow/tensorflow/commit/5b048e87e4e55990dae6b547add4dae59f4e1c76,51305,0.9223861363718113
tensorflow/tensorflow/commit/4a91f2069f7145aab6ba2d8cfe41be8a110c18a5,51313,0.7637230543128098
tensorflow/tensorflow/commit/537bc7c723439b9194a358f64d871dd326c18887,51313,0.7637230543128098
tensorflow/tensorflow/commit/8933b8a21280696ab119b63263babdb54c298538,51313,0.7637230543128098
tensorflow/tensorflow/commit/1e206baedf8bef0334cca3eb92bab134ef525a28,51316,0.975154759515598
tensorflow/tensorflow/commit/d94ffe08a65400f898241c0374e9edc6fa8ed257,51322,0.9172872595342682
tensorflow/tensorflow/commit/dfa22b348b70bb89d6d6ec0ff53973bacb4f4695,51319,0.9561854449504198
tensorflow/tensorflow/commit/bb6a0383ed553c286f87ca88c207f6774d5c4a8f,51018,0.7881827185881756
tensorflow/tensorflow/commit/eb921122119a6b6e470ee98b89e65d721663179d,51018,0.7881827185881756
tensorflow/tensorflow/commit/15691e456c7dc9bd6be203b09765b063bf4a380c,51328,0.9350063460866951
tensorflow/tensorflow/commit/d6b57f461b39fd1aa8c1b870f1b974aac3554955,51331,0.8576886706662668
tensorflow/tensorflow/commit/ee119d4a498979525046fba1c3dd3f13a039fbb1,50985,0.9768155138786391
tensorflow/tensorflow/commit/0575b640091680cfb70f4dd93e70658de43b94f9,51334,0.9447921652423735
tensorflow/tensorflow/commit/7c1692bd417eb4f9b33ead749a41166d6080af85,52843,0.9870222533696942
tensorflow/tensorflow/commit/f09caa532b6e1ac8d2aa61b7832c78c5b79300c6,51885,0.9669233872279519
tensorflow/tensorflow/commit/368af875869a204b4ac552b9ddda59f6a46a56ec,52663,0.808312176234583
tensorflow/tensorflow/commit/abcced051cb1bd8fb05046ac3b6023a7ebcc4578,51916,0.7919423964703108
tensorflow/tensorflow/commit/b619c6f865715ca3b15ef1842b5b95edbaa710ad,52559,0.7664007337097002
tensorflow/tensorflow/commit/e8dc63704c88007ee4713076605c90188d66f3d2,36989,0.8024858181942505
tensorflow/tensorflow/commit/7731e8dfbe4a56773be5dc94d631611211156659,51829,0.9492458689732881
tensorflow/tensorflow/commit/7cf73a2274732c9d82af51c2bc2cf90d13cd7e6d,52746,0.7790660690216126
tensorflow/tensorflow/commit/4d74d8a00b07441cba090a02e0dd9ed385145bf4,7754,0.6551027017220796
tensorflow/tensorflow/commit/4dddb2fd0b01cdd196101afbba6518658a2c9e07,42867,0.7767769154346248
tensorflow/tensorflow/commit/579261dcd446385831fe4f7457d802a59685121d,47809,0.5557685059601974
tensorflow/tensorflow/commit/68422b215e618df5ad375bcdc6d2052e9fd3080a,38075,0.4680835977884123
tensorflow/tensorflow/commit/da4aad5946be30e5f049920fa076e1f7ef021261,44719,0.6894665970321
tensorflow/tensorflow/commit/e7f497570abb6b4ae5af4970620cd880e4c0c904,49316,0.7733781350941482
tensorflow/tensorflow/commit/f2c3931113eaafe9ef558faaddd48e00a6606235,52781,0.6872252938550577
tensorflow/tensorflow/commit/5c8c9a8bfe750f9743d0c859bae112060b216f5c,52784,0.9713207921213991
tensorflow/tensorflow/commit/701cfaca222a82afbeeb17496bd718baa65a67d2,11596,0.6582715454023113
tensorflow/tensorflow/commit/a0d64445116c43cf46a5666bd4eee28e7a82f244,52741,0.9449315424939492
tensorflow/tensorflow/commit/fa6b7782fbb14aa08d767bc799c531f5e1fb3bb8,52783,0.8588323483317253
tensorflow/tensorflow/commit/afac8158d43691661ad083f6dd9e56f327c1dcb7,52732,0.8446565195833748
tensorflow/tensorflow/commit/d3738dd70f1c9ceb547258cbb82d853da8771850,52736,0.8899551457049065
tensorflow/tensorflow/commit/c79ba87153ee343401dbe9d1954d7f79e521eb14,12129,0.9016625259899116
tensorflow/tensorflow/commit/05cbebd3c6bb8f517a158b0155debb8df79017ff,52715,0.8000306624618941
tensorflow/tensorflow/commit/a8ad3e5e79c75f36edb81e0ba3f3c0c5442aeddc,52776,1.0
tensorflow/tensorflow/commit/e6cf28c72ba2eb949ca950d834dd6d66bb01cfae,52719,0.9178349055480115
tensorflow/tensorflow/commit/ca38dab9d3ee66c5de06f11af9a4b1200da5ef75,52742,0.9101136889627043
tensorflow/tensorflow/commit/af5fcebb37c8b5d71c237f4e59c6477015c78ce6,52711,0.9148801335553476
tensorflow/tensorflow/commit/25d622ffc432acc736b14ca3904177579e733cc6,52771,0.8404697160234288
tensorflow/tensorflow/commit/aab9998916c2ffbd8f0592059fad352622f89cda,52808,0.9318013398454559
tensorflow/tensorflow/commit/67bfd9feeecfb3c61d80f0e46d89c170fbee682b,52753,0.8642674729449898
tensorflow/tensorflow/commit/68867bf01239d9e1048f98cbad185bf4761bedd3,52690,0.8585207411312095
tensorflow/tensorflow/commit/f410212e373eb2aec4c9e60bf3702eba99a38aba,52696,0.6850189485963862
tensorflow/tensorflow/commit/1cb6bb6c2a6019417c9adaf9e6843ba75ee2580b,3541,0.564805759133878
